sample,group1,group2,GC,PQ,NOU,CH,N,GH,FJ,MP,EP,KT,NT,M,IM,EG,HJ,UW,NU,IQ,K,O,all,FL,DKT,CO,CP,T,P,BQ,CI,OT,FG,C,FP,OU,H,MU,A,F,G,E,I,BK,EQ,Z,DJ,V,DTZ,S,Q,L,GM,FH,B,KO,J,U,DZ,NPTU,D
GCA_004101765.1,host,homo,55.3,0,0.000530504,0,0.000530504,0,0.000530504,0.000530504,0,0.000530504,0,0.070026525,0.001061008,0.001061008,0,0,0.001591512,0.001591512,0.031830239,0.033421751,0.000530504,0.000530504,0,0,0,0.017506631,0.055702918,0,0,0,0.000530504,0.056233422,0.000530504,0,0.043501326,0.004244032,0,0.023342175,0.055702918,0.077984085,0.020689655,0,0,0,0,0.025464191,0,0.317771883,0.003183024,0.058355438,0.000530504,0,0.000530504,0.000530504,0.071618037,0.014323607,0,0,0.007427056
GCA_004104435.1,feces,homo,55.3,0,0.000529942,0,0.000529942,0,0.000529942,0.000529942,0,0,0,0.073131955,0.001589825,0.001059883,0,0.000529942,0.001589825,0.001589825,0.029676736,0.034446211,0.000529942,0,0,0,0,0.018018018,0.055113937,0,0,0,0.000529942,0.053524112,0.000529942,0,0.044515103,0.00317965,0,0.024377318,0.054583996,0.077901431,0.021197668,0,0,0,0,0.022787493,0,0.322204557,0.004239534,0.055643879,0.000529942,0,0.000529942,0.000529942,0.07154213,0.015898251,0,0,0.0063593
GCA_004118375.1,freshwater,,65.3,0,0.00029163,0,0.008748906,0,0.00058326,0,0,0,0.00058326,0.062117235,0,0.001166521,0,0,0.001749781,0.00058326,0.039078449,0.026246719,0.00029163,0.00029163,0,0.00029163,0.00029163,0.051326917,0.05453485,0.00029163,0,0,0.00058326,0.050452027,0.00029163,0.00029163,0.023330417,0.000874891,0,0.022455526,0.079615048,0.074365704,0.020997375,0,0,0,0,0.01341499,0,0.35549723,0.010498688,0.030329542,0.000874891,0,0.00029163,0.00029163,0.045202683,0.015456401,0,0,0.006415865
GCA_004167605.1,feces,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082946935,0.001545595,0.000515198,0,0,0.001545595,0.001030397,0.030396703,0.033487893,0.000515198,0,0,0,0,0.014940752,0.054611025,0,0,0,0.000515198,0.046367852,0.000515198,0,0.040185471,0.004636785,0,0.023699124,0.059763009,0.072642968,0.022153529,0,0,0,0,0.018547141,0,0.332302937,0.007212777,0.055126224,0.001030397,0,0,0.000515198,0.069551777,0.014425554,0,0,0.007727975
GCA_004168105.1,feces,homo,55.1,0,0.000529381,0,0.000529381,0,0.000529381,0.001058761,0,0,0,0.069348862,0.001058761,0.001058761,0,0.000529381,0.001588142,0.001588142,0.030704076,0.033350979,0.000529381,0,0,0,0,0.015881419,0.055055585,0,0,0,0.000529381,0.056114346,0.000529381,0,0.043938592,0.002646903,0,0.024351509,0.054526204,0.079936474,0.023292747,0,0,0,0,0.023292747,0,0.312863949,0.004764426,0.064584436,0.000529381,0,0.000529381,0.000529381,0.071995765,0.014822657,0,0,0.006881948
GCA_004299845.1,seawater,debris floating,52,0,0.000328192,0,0.013127667,0,0.000656383,0,0,0,0.000328192,0.055464391,0,0.000656383,0.000328192,0,0.001312767,0.000656383,0.04135215,0.032490975,0.000328192,0,0,0,0,0.0472596,0.067935674,0,0,0,0.000656383,0.054151625,0.000328192,0.000328192,0.03347555,0.000656383,0.000328192,0.020676075,0.065966524,0.058089925,0.017065967,0,0,0.000328192,0,0.017065967,0,0.313751231,0.006563833,0.066294716,0.000328192,0,0.000656383,0.000328192,0.047915983,0.023957991,0,0,0.008861175
GCA_004319565.1,host,mouse,55.7,0,0.000541126,0,0.000541126,0,0.000541126,0.000541126,0,0,0,0.071969697,0.001082251,0.001082251,0,0.000541126,0.001623377,0.001623377,0.030844156,0.036255411,0.000541126,0,0,0,0,0.016774892,0.051406926,0,0,0,0.000541126,0.054112554,0.000541126,0,0.044372294,0.003787879,0,0.024350649,0.056277056,0.078463203,0.021103896,0,0,0,0,0.019480519,0,0.317640693,0.004329004,0.061147186,0.000541126,0,0,0.000541126,0.073593074,0.016233766,0,0,0.007034632
GCA_004341915.1,soil,,61,0.000194401,0.000194401,0.000583204,0.000194401,0.000194401,0.000388802,0,0.000194401,0,0.000972006,0.054821151,0,0.000972006,0,0.000194401,0.00155521,0.000972006,0.039463453,0.029937792,0.000194401,0.000194401,0,0.000194401,0,0.072900467,0.037325039,0.000388802,0,0,0.000388802,0.045878694,0,0.000194401,0.021772939,0.002721617,0.000194401,0.011664075,0.043351477,0.047822706,0.022161742,0,0,0.000194401,0,0.016912908,0,0.457426128,0.010303266,0.0312986,0.000583204,0,0.000194401,0.000194401,0.02974339,0.012052877,0.000194401,0,0.002721617
GCA_004421155.1,hot spring,,41,0,0,0,0.00114482,0,0.00171723,0,0.00057241,0,0,0.078420149,0,0,0,0,0,0.00057241,0.026903263,0.042358329,0.00057241,0,0,0.00057241,0.00114482,0.022896394,0.058958214,0.00057241,0,0.00057241,0.00114482,0.096164854,0.00114482,0.00057241,0.048082427,0.00057241,0,0.030910132,0.048654837,0.079564969,0.021179164,0,0.00057241,0,0,0.017172295,0,0.256439611,0.006868918,0.060675444,0,0,0,0.00057241,0.069261591,0.016599886,0,0,0.006868918
GCA_004421165.1,hot spring,,41,0,0,0,0.001148106,0,0.001722158,0,0.000574053,0,0,0.079793341,0,0,0,0,0,0.000574053,0.027554535,0.04075775,0.000574053,0,0,0.000574053,0.001148106,0.02238806,0.05912744,0.000574053,0,0.000574053,0.001148106,0.097588978,0.001148106,0.000574053,0.047072331,0.000574053,0,0.030424799,0.049942595,0.07749713,0.021239954,0,0.001148106,0,0,0.016073479,0,0.256601607,0.006888634,0.061423651,0,0,0,0.000574053,0.06946039,0.016073479,0,0,0.007462687
GCA_004421175.1,hot spring,,41,0,0,0,0.000572738,0,0.001718213,0,0.000572738,0,0,0.079037801,0,0,0,0,0,0.000572738,0.026918671,0.042382589,0.000572738,0,0,0.000572738,0.001145475,0.023482245,0.059564719,0.000572738,0,0.000572738,0.001145475,0.098510882,0.001145475,0.000572738,0.046391753,0.000572738,0,0.030927835,0.048682703,0.077892325,0.021764032,0,0.001145475,0,0,0.016036655,0,0.256013746,0.006872852,0.063001145,0,0,0,0.000572738,0.067010309,0.016609393,0,0,0.006872852
GCA_004421195.1,hot spring,,41,0,0,0,0.00114482,0,0.00171723,0,0.00057241,0,0,0.080709788,0,0,0,0,0,0.00057241,0.025186033,0.042358329,0.00057241,0,0,0.00057241,0.00057241,0.021179164,0.060103034,0.00057241,0,0.00057241,0.00114482,0.094447624,0.00057241,0.00057241,0.048082427,0.00057241,0,0.030910132,0.050944476,0.080137378,0.021751574,0,0.00114482,0,0,0.015455066,0,0.257012021,0.006296508,0.061247853,0,0,0,0.00057241,0.068689181,0.016599886,0,0,0.007441328
GCA_004421255.1,hot spring,,41.4,0,0,0,0.001106195,0.000553097,0.001659292,0,0.000553097,0,0,0.076880531,0,0,0,0,0,0.001106195,0.029314159,0.043141593,0.000553097,0,0,0.000553097,0.001659292,0.025442478,0.050331858,0.000553097,0,0.000553097,0.001106195,0.09789823,0.000553097,0.000553097,0.046460177,0.000553097,0,0.033185841,0.053097345,0.08130531,0.021570796,0,0.001106195,0,0,0.012168142,0,0.255530973,0.008849558,0.056969027,0,0,0,0.001106195,0.068030973,0.017146018,0,0,0.008849558
GCA_005780165.1,freshwater,,56.9,0,0.000252525,0.000252525,0.000505051,0,0.000505051,0,0.001010101,0.000252525,0.000757576,0.05959596,0,0.000505051,0,0,0.001767677,0.001010101,0.041161616,0.028787879,0.000252525,0.000252525,0,0.000505051,0.000252525,0.050505051,0.047474747,0.000252525,0,0,0.000252525,0.038383838,0.000252525,0.000252525,0.023737374,0.005808081,0.000252525,0.01540404,0.040656566,0.05530303,0.021464646,0,0.000757576,0,0.000252525,0.016666667,0,0.433333333,0.009090909,0.041161616,0.000757576,0.000252525,0.000505051,0.000252525,0.036616162,0.01540404,0.000252525,0,0.007070707
GCA_007475525.1,hot spring,,40.3,0,0,0,0.001103144,0,0.001654716,0,0.000551572,0,0,0.086045229,0,0,0,0,0,0.001103144,0.025372311,0.04467733,0.000551572,0,0,0.000551572,0.001103144,0.023717595,0.057363486,0.000551572,0,0.000551572,0.001103144,0.099282956,0.001103144,0.000551572,0.047986762,0.000551572,0,0.028681743,0.051847766,0.084390513,0.020959735,0,0.001103144,0,0,0.013237728,0,0.257584115,0.006618864,0.045228902,0,0,0,0.000551572,0.070601213,0.016547159,0,0,0.007170436
GCA_007559335.1,freshwater,,60.6,0,0.000334001,0.000334001,0.009352037,0,0.000334001,0,0.000668003,0.000334001,0.001670007,0.05744823,0,0.001002004,0,0,0.002338009,0.001002004,0.051436206,0.029726119,0.000334001,0.000668003,0,0.000334001,0.000668003,0.05744823,0.0501002,0.000334001,0,0,0.000668003,0.040414162,0.000334001,0.000334001,0.032064128,0.005344021,0,0.020708083,0.057782231,0.060788243,0.025384102,0,0,0.000334001,0,0.01503006,0,0.353039412,0.011690047,0.034736139,0.000334001,0.000334001,0.000334001,0.000334001,0.049766199,0.017702071,0.000334001,0,0.006346025
GCA_007992435.1,Chlorella,soil,59.9,0,0.000213447,0.000426894,0.000853789,0,0.000213447,0,0.000213447,0.001067236,0.000213447,0.04909285,0.000213447,0.000853789,0,0,0.001921025,0.001067236,0.04076841,0.030736393,0.000213447,0.000213447,0,0.000426894,0,0.047385272,0.049519744,0.000213447,0,0,0.000213447,0.038847385,0.000213447,0.000213447,0.022198506,0.000853789,0.000213447,0.013020277,0.046318036,0.053361793,0.024759872,0.000213447,0.000640342,0.000853789,0.000640342,0.014727855,0,0.449946638,0.011099253,0.034364995,0.000426894,0,0.000640342,0.000213447,0.035218783,0.018569904,0.001280683,0,0.005122732
GCA_008421265.1,host,homo,55.8,0,0.000514403,0,0.000514403,0,0.000514403,0,0,0,0,0.080761317,0.00154321,0.000514403,0,0,0.00154321,0.00154321,0.029835391,0.033436214,0.000514403,0,0,0,0,0.015432099,0.054526749,0,0,0,0.000514403,0.045781893,0.000514403,0,0.042695473,0.005658436,0,0.024176955,0.059670782,0.073045267,0.021604938,0,0,0,0,0.019032922,0,0.330761317,0.007201646,0.054012346,0.001028807,0,0,0.000514403,0.070473251,0.014403292,0,0,0.007716049
GCA_008421305.1,host,homo,55.7,0,0.000493583,0,0.000493583,0,0.000493583,0,0,0,0,0.080454097,0.00148075,0.000493583,0,0,0.00148075,0.00148075,0.030108588,0.034550839,0.000493583,0,0,0,0,0.016288253,0.053307009,0,0,0,0.000493583,0.046396841,0.000493583,0,0.041461007,0.005429418,0,0.022704837,0.058242843,0.071076012,0.02171767,0,0,0,0,0.02023692,0,0.335143139,0.006416584,0.05774926,0.000987167,0,0,0.000493583,0.068114511,0.013820336,0,0,0.007403751
GCA_008421315.1,host,homo,55.8,0,0.000510465,0,0.000510465,0,0.000510465,0,0,0,0,0.081674324,0.000510465,0.000510465,0,0,0.001531394,0.001020929,0.029096478,0.034201123,0.000510465,0,0,0,0,0.015313936,0.054109239,0,0,0,0.000510465,0.045941807,0.000510465,0,0.041347626,0.005104645,0,0.023481368,0.057682491,0.072485962,0.021949974,0,0,0,0,0.019397652,0,0.335375191,0.007146503,0.055640633,0.001020929,0,0,0.000510465,0.070444104,0.013782542,0,0,0.007656968
GCA_008421325.1,host,homo,54.9,0,0.000432713,0,0.000432713,0,0.000865426,0,0,0,0,0.075292081,0.001298139,0.000432713,0,0,0.001730852,0.001298139,0.031588057,0.028559065,0.000432713,0,0,0,0,0.014279533,0.050194721,0,0,0,0.000432713,0.046300303,0.000432713,0,0.035482475,0.004327131,0,0.020337516,0.05149286,0.064474254,0.020337516,0,0,0,0,0.016875811,0,0.374296841,0.00692341,0.064906967,0.000865426,0,0,0.000432713,0.061877975,0.014279533,0,0,0.009086975
GCA_008421345.1,host,homo,55.8,0,0.000512033,0,0.000512033,0,0.000512033,0,0,0,0,0.081925243,0.001536098,0.000512033,0,0,0.001536098,0.001536098,0.030209933,0.03328213,0.000512033,0,0,0,0,0.01484895,0.054275474,0,0,0,0.000512033,0.046082949,0.000512033,0,0.040962622,0.005120328,0,0.023553507,0.058883769,0.073220686,0.022017409,0,0,0,0,0.018945212,0,0.334869432,0.006656426,0.053251408,0.001024066,0,0,0.000512033,0.070660522,0.014336918,0,0,0.007168459
GCA_008421385.1,host,homo,55.8,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082946935,0.000515198,0.000515198,0,0,0.001030397,0.001545595,0.030396703,0.033487893,0.000515198,0,0,0,0,0.014940752,0.055126224,0,0,0,0.000515198,0.045852653,0.000515198,0,0.042246265,0.005667182,0,0.024214323,0.057187017,0.074188563,0.022153529,0,0,0,0,0.019577537,0,0.33127254,0.007212777,0.054095827,0.001030397,0,0,0.000515198,0.070066976,0.013910355,0,0,0.007212777
GCA_008421395.1,host,homo,54.7,0,0.000398724,0,0.000398724,0,0.000398724,0,0,0,0,0.072567783,0.001196172,0.000398724,0,0,0.001594896,0.001196172,0.027113238,0.02830941,0.000398724,0,0,0,0,0.017145136,0.046251994,0,0,0,0.000398724,0.038676236,0.000398724,0,0.033094099,0.004385965,0,0.018341308,0.047049442,0.061004785,0.019138756,0,0,0,0,0.015550239,0,0.403110048,0.005582137,0.073365231,0.000797448,0,0,0.000398724,0.057416268,0.015151515,0,0,0.00877193
GCA_008421415.1,host,homo,55.2,0,0.000453309,0,0.000453309,0,0.000453309,0,0,0,0,0.082955576,0.000453309,0.000453309,0,0,0.002719855,0.001359927,0.028105168,0.031278332,0.000453309,0,0,0,0,0.015412511,0.051223935,0,0,0,0.000453309,0.040344515,0.000453309,0,0.038531278,0.004079782,0,0.02130553,0.056210335,0.065276519,0.02175884,0,0,0,0,0.016772439,0,0.358567543,0.006346328,0.065276519,0.000906618,0,0,0.000453309,0.064823209,0.014505893,0,0,0.008159565
GCA_008421425.1,host,homo,55.8,0,0.000512821,0,0.000512821,0,0.000512821,0,0,0,0,0.080512821,0.000512821,0.000512821,0,0,0.001538462,0.001538462,0.02974359,0.033333333,0.000512821,0,0,0,0,0.015384615,0.054358974,0,0,0,0.000512821,0.045641026,0.000512821,0,0.041025641,0.005128205,0,0.023076923,0.058461538,0.073333333,0.022051282,0,0,0,0,0.019487179,0,0.334358974,0.006666667,0.054871795,0.001025641,0,0,0.000512821,0.071282051,0.014871795,0,0,0.007692308
GCA_008421465.1,host,homo,55.8,0,0.000514933,0,0.000514933,0,0.000514933,0,0,0,0,0.081359423,0.000514933,0.000514933,0,0,0.001544799,0.001544799,0.030895984,0.033985582,0.000514933,0,0,0,0,0.015447992,0.055097837,0,0,0,0.000514933,0.045829042,0.000514933,0,0.041194645,0.005149331,0,0.023686921,0.060247168,0.073120494,0.021627188,0,0,0,0,0.019052523,0,0.332131823,0.00669413,0.052523172,0.001029866,0,0,0.000514933,0.071575695,0.013903193,0,0,0.007723996
GCA_008421475.1,host,homo,55.8,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.079855744,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029366306,0.03451829,0.000515198,0,0,0,0,0.014940752,0.054095827,0,0,0,0.000515198,0.044307058,0.000515198,0,0.041731066,0.005667182,0,0.024214323,0.060278207,0.074703761,0.022153529,0,0,0,0,0.019577537,0,0.332818135,0.007212777,0.055126224,0.001030397,0,0,0.000515198,0.069551777,0.013910355,0,0,0.007212777
GCA_008421505.1,host,homo,55.8,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082946935,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029366306,0.03451829,0.000515198,0,0,0,0,0.014425554,0.054611025,0,0,0,0.000515198,0.045852653,0.000515198,0,0.042246265,0.005667182,0,0.024214323,0.060793405,0.073673364,0.021638331,0,0,0,0,0.018031942,0,0.331787738,0.007212777,0.053580629,0.001030397,0,0,0.000515198,0.068521381,0.014425554,0,0,0.007727975
GCA_008421515.1,host,homo,54.8,0,0.000428449,0,0.000856898,0,0.000428449,0,0,0,0,0.083119109,0.000428449,0.000428449,0,0,0.002570694,0.001285347,0.029562982,0.03041988,0.000428449,0,0,0,0,0.016709512,0.051413882,0,0,0,0.000428449,0.044130249,0.000428449,0,0.037703513,0.00428449,0,0.020565553,0.056126821,0.064267352,0.019708655,0,0,0,0,0.017137961,0,0.357326478,0.006426735,0.067694944,0.000856898,0,0,0.000428449,0.062125107,0.013710368,0,0,0.00856898
GCA_008421535.1,host,homo,55.9,0,0.000518135,0,0.001036269,0,0.000518135,0,0,0,0,0.082901554,0.001554404,0.000518135,0,0,0.001554404,0.001554404,0.030051813,0.033678756,0.000518135,0,0,0,0,0.015025907,0.053367876,0,0,0,0.000518135,0.047668394,0.000518135,0,0.038860104,0.005181347,0,0.023834197,0.060621762,0.075129534,0.021761658,0,0,0,0,0.01865285,0,0.327979275,0.007253886,0.054404145,0.001036269,0,0,0.000518135,0.072020725,0.013989637,0,0,0.007253886
GCA_008421565.1,host,homo,55.8,0,0.000514403,0,0.000514403,0,0.000514403,0,0,0,0,0.07973251,0.000514403,0.000514403,0,0,0.00154321,0.00154321,0.029320988,0.033950617,0.000514403,0,0,0,0,0.015432099,0.053497942,0,0,0,0.000514403,0.0468107,0.000514403,0,0.04218107,0.005658436,0,0.022633745,0.060185185,0.073559671,0.021090535,0,0,0,0,0.019032922,0,0.33436214,0.007201646,0.055041152,0.001028807,0,0,0.000514403,0.069958848,0.013888889,0,0,0.007716049
GCA_008421585.1,host,homo,55.9,0,0.000499002,0,0.000499002,0,0.000499002,0,0,0.000499002,0,0.082834331,0.000499002,0.000499002,0,0,0.001497006,0.001497006,0.03243513,0.034431138,0.000499002,0,0,0,0,0.015469062,0.054391218,0,0,0,0.000499002,0.04491018,0.000499002,0,0.04241517,0.00499002,0,0.024451098,0.059381238,0.072854291,0.018962076,0,0,0,0,0.018463074,0,0.330838323,0.006986028,0.054391218,0.000998004,0,0,0.000499002,0.071856287,0.013972056,0,0,0.006986028
GCA_008421595.1,host,homo,55.8,0,0.000512033,0,0.000512033,0,0.000512033,0,0,0,0,0.082949309,0.000512033,0.000512033,0,0,0.001536098,0.001024066,0.029185868,0.033794163,0.000512033,0,0,0,0,0.015360983,0.054275474,0,0,0,0,0.045058884,0.000512033,0,0.040962622,0.00563236,0,0.02406554,0.056323605,0.073220686,0.022017409,0,0,0,0,0.019457245,0,0.335893497,0.006656426,0.055299539,0.001024066,0,0,0.000512033,0.070660522,0.013824885,0,0,0.007680492
GCA_008421605.1,host,homo,55.9,0,0.00051573,0,0.00051573,0,0.00051573,0,0,0,0,0.083032491,0.00051573,0.00051573,0,0,0.001547189,0.001547189,0.029912326,0.033006704,0.00051573,0,0,0,0,0.014956163,0.054151625,0,0,0,0.00051573,0.045899948,0.00051573,0,0.040742651,0.005157298,0,0.024239299,0.059308922,0.074265085,0.02114492,0,0,0,0,0.019082001,0,0.333161423,0.007220217,0.054667354,0.00103146,0,0,0.00051573,0.070139247,0.013408974,0,0,0.007735946
GCA_008421645.1,host,homo,55.8,0,0.000513611,0,0.000513611,0,0.000513611,0,0,0,0,0.082177709,0.001540832,0.000513611,0,0,0.001540832,0.001540832,0.030816641,0.033898305,0.000513611,0,0,0,0,0.01540832,0.051361068,0,0,0,0.000513611,0.044684129,0.000513611,0,0.041602465,0.004108885,0,0.023626091,0.06009245,0.073446328,0.022085259,0,0,0,0,0.019003595,0,0.331792501,0.00719055,0.056497175,0.001027221,0,0,0.000513611,0.070364664,0.014381099,0,0,0.00770416
GCA_008421665.1,host,homo,55.8,0,0.000514668,0,0.000514668,0,0.000514668,0,0,0,0,0.08131755,0.000514668,0.000514668,0,0,0.001544004,0.001544004,0.029336078,0.033968091,0.000514668,0,0,0,0,0.015440041,0.053010808,0,0,0,0.000514668,0.046320124,0.000514668,0,0.042717447,0.00514668,0,0.022645394,0.05764282,0.072053525,0.022645394,0,0,0,0,0.019042717,0,0.33607823,0.006690685,0.054554812,0.001029336,0,0,0.000514668,0.070509521,0.014410705,0,0,0.007720021
GCA_008421685.1,host,homo,55.8,0,0.000514139,0,0.000514139,0,0.000514139,0,0,0,0,0.081748072,0.000514139,0.000514139,0,0,0.001542416,0.001542416,0.029820051,0.032904884,0.000514139,0,0,0,0,0.014910026,0.053984576,0,0,0,0.000514139,0.046272494,0.000514139,0,0.039588689,0.005141388,0,0.023650386,0.06066838,0.07403599,0.022107969,0,0,0,0,0.018508997,0,0.334190231,0.007197943,0.055012853,0.000514139,0,0,0.000514139,0.070437018,0.013881748,0,0,0.007712082
GCA_008421695.1,host,homo,55.8,0,0.000510986,0,0.000510986,0,0.000510986,0,0,0,0,0.083290751,0.001532959,0.000510986,0,0,0.001532959,0.001532959,0.030148186,0.034236076,0.000510986,0,0,0,0,0.0148186,0.053653551,0,0,0,0.000510986,0.045988758,0.000510986,0,0.040878896,0.005109862,0,0.022994379,0.059785386,0.073582013,0.021972407,0,0,0,0,0.01890649,0,0.329075115,0.007153807,0.056208482,0.001021972,0,0,0.000510986,0.071027082,0.013796627,0,0,0.007664793
GCA_008421725.1,host,homo,55.7,0,0.000510986,0,0.000510986,0,0.000510986,0,0,0,0,0.082779765,0.000510986,0.000510986,0,0,0.001532959,0.001532959,0.031170158,0.033725089,0.000510986,0,0,0,0,0.014307614,0.052631579,0,0,0,0,0.045988758,0.000510986,0,0.041389882,0.005620848,0,0.022994379,0.0592744,0.073071027,0.021972407,0,0,0,0,0.019417476,0,0.334695963,0.006642821,0.055697496,0.001021972,0,0,0.000510986,0.068472151,0.014307614,0,0,0.007664793
GCA_008421735.1,host,homo,55.8,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082946935,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029881504,0.034003091,0.000515198,0,0,0,0,0.014940752,0.054095827,0,0,0,0.000515198,0.044307058,0.000515198,0,0.041731066,0.005151984,0,0.023699124,0.060793405,0.073673364,0.021123132,0,0,0,0,0.019577537,0,0.332302937,0.006697579,0.055126224,0.001030397,0,0,0.000515198,0.071097372,0.012879959,0,0,0.007212777
GCA_008421765.1,host,homo,55.8,0,0.000512558,0,0.000512558,0,0.000512558,0,0,0,0,0.080984111,0.000512558,0.000512558,0,0,0.001537673,0.001537673,0.031266017,0.032291133,0.000512558,0,0,0,0,0.014864172,0.05484367,0,0,0,0.000512558,0.045617632,0.000512558,0,0.039979498,0.005125577,0,0.02409021,0.058431574,0.073808303,0.021527422,0,0,0,0,0.018452076,0,0.336237827,0.007175807,0.054331112,0.001025115,0,0,0.000512558,0.0702204,0.014351615,0,0,0.007688365
GCA_008421775.1,host,homo,55.8,0,0.000511771,0,0.000511771,0,0.000511771,0,0,0,0,0.081371546,0.000511771,0.000511771,0,0,0.001535312,0.001535312,0.029682702,0.033776868,0.000511771,0,0,0,0,0.015353122,0.052712385,0,0,0,0.000511771,0.045035824,0.000511771,0,0.0419652,0.004605937,0,0.023029683,0.059877175,0.073183214,0.020470829,0,0,0,0,0.019447288,0,0.336233367,0.00716479,0.055783009,0.001023541,0,0,0.000511771,0.07011259,0.01381781,0,0,0.007676561
GCA_008421785.1,host,homo,55.2,0,0.0004662,0,0.0004662,0,0.0004662,0,0,0,0,0.081585082,0.0004662,0.0004662,0,0,0.001398601,0.001398601,0.02983683,0.032634033,0.0004662,0,0,0,0,0.015384615,0.054079254,0,0,0,0.0004662,0.047552448,0.0004662,0,0.038694639,0.004195804,0,0.020979021,0.058741259,0.068997669,0.021911422,0,0,0,0,0.019114219,0,0.339393939,0.006993007,0.062004662,0.000932401,0,0,0.0004662,0.067132867,0.013986014,0,0,0.008857809
GCA_008421825.1,host,homo,55.8,0,0.000513875,0,0.000513875,0,0.000513875,0,0,0,0,0.08016444,0.001541624,0.000513875,0,0,0.001541624,0.001541624,0.028263104,0.032887975,0.000513875,0,0,0,0,0.014902364,0.053956835,0,0,0,0.000513875,0.046248715,0.000513875,0,0.042651593,0.004624872,0,0.023638232,0.060637205,0.07348407,0.021582734,0,0,0,0,0.019013361,0,0.335046249,0.00668037,0.053956835,0.001027749,0,0,0.000513875,0.070400822,0.014388489,0,0,0.007708119
GCA_008421845.1,host,homo,54.4,0,0.000479386,0,0.000958773,0,0.000479386,0,0,0,0,0.088686481,0.001438159,0.000479386,0,0,0.001438159,0.001438159,0.031160115,0.032598274,0.000479386,0,0,0,0,0.016778523,0.052253116,0,0,0,0.000479386,0.042186002,0.000479386,0,0.040268456,0.00527325,0,0.022051774,0.058964525,0.06903164,0.019654842,0,0,0,0,0.018696069,0,0.342761266,0.006232023,0.060882071,0.000958773,0,0,0.000479386,0.062799616,0.013422819,0,0,0.006711409
GCA_008421855.1,host,homo,55.7,0,0.000510204,0,0.000510204,0,0.000510204,0,0,0,0,0.081632653,0.000510204,0.000510204,0,0,0.001530612,0.001530612,0.030612245,0.033673469,0.000510204,0,0,0,0,0.014285714,0.053571429,0,0,0,0.000510204,0.045408163,0.000510204,0,0.040816327,0.005612245,0,0.022959184,0.059693878,0.072959184,0.021938776,0,0,0,0,0.018877551,0,0.332653061,0.006632653,0.059183673,0.001020408,0,0,0.000510204,0.069897959,0.01377551,0,0,0.007142857
GCA_008421865.1,host,homo,55.9,0,0.00051573,0,0.00051573,0,0.00051573,0,0,0,0,0.081485302,0.00051573,0.00051573,0,0,0.001547189,0.00103146,0.030943785,0.033522434,0.00051573,0,0,0,0,0.015471893,0.053635895,0,0,0,0.00051573,0.046415678,0.00051573,0,0.040226921,0.004641568,0,0.024239299,0.060340382,0.074265085,0.02217638,0,0,0,0,0.018566271,0,0.332129964,0.006704487,0.054151625,0.00103146,0,0,0.00051573,0.071170707,0.014440433,0,0,0.007220217
GCA_008421895.1,host,homo,55.7,0,0.000510204,0,0.000510204,0,0.000510204,0,0,0,0,0.082653061,0.000510204,0.000510204,0,0,0.001530612,0.001530612,0.029591837,0.033673469,0.000510204,0,0,0,0,0.015306122,0.054081633,0,0,0,0.000510204,0.045408163,0.000510204,0,0.040306122,0.005102041,0,0.023469388,0.059183673,0.073979592,0.021428571,0,0,0,0,0.019387755,0,0.334693878,0.006122449,0.054081633,0.001020408,0,0,0.000510204,0.071428571,0.014285714,0,0,0.007142857
GCA_008421905.1,host,homo,55.8,0,0.000511509,0,0.000511509,0,0.000511509,0,0,0,0,0.082352941,0.000511509,0.000511509,0,0,0.001534527,0.001023018,0.02915601,0.033759591,0.000511509,0,0,0,0,0.01483376,0.054731458,0,0,0,0.000511509,0.045524297,0.000511509,0,0.041943734,0.00511509,0,0.023529412,0.05831202,0.072122762,0.021994885,0,0,0,0,0.01943734,0,0.333503836,0.007161125,0.056777494,0.001023018,0,0,0.000511509,0.069565217,0.014322251,0,0,0.007672634
GCA_008421945.1,host,homo,55.9,0,0.000514403,0,0.000514403,0,0.000514403,0,0,0,0,0.083333333,0.00154321,0.000514403,0,0,0.00154321,0.00154321,0.030349794,0.032407407,0.000514403,0,0,0,0,0.014917695,0.054526749,0,0,0,0.000514403,0.045781893,0.000514403,0,0.04063786,0.005144033,0,0.023148148,0.060185185,0.073045267,0.022119342,0,0,0,0,0.019032922,0,0.331790123,0.006687243,0.055041152,0.001028807,0,0,0.000514403,0.070473251,0.013888889,0,0,0.007716049
